geohash,hour,demand
qp03jw,12,0.030221330523075976
qp03jw,13,0.0312042653497771
qp03jw,14,0.03248053799242065
qp03jw,15,0.016660822881318874
qp03jw,16,0.011112181413379267
qp03jw,17,0.0050213323960383
qp03jw,19,0.0106489175251654
qp03jw,20,0.0106169743567511
qp03jw,21,0.019966170221530674
qp03jw,22,0.027850570557585552
qp03jw,23,0.03447429136146325
qp03jx,0,0.012808825693449087
qp03jx,1,0.01190088173599965
qp03jx,2,0.011095691319059376
qp03jx,3,0.0328121243004986
qp03jx,4,0.018453202373193776
qp03jx,5,0.018112496557434528
qp03jx,6,0.048071016492579076
qp03jx,7,0.0311257962776726
qp03jx,8,0.0252011279164516
qp03jx,9,0.0176125877011187
qp03jx,10,0.0198200371012682
qp03jx,11,0.02006934335704455
qp03jx,12,0.028984044127124298
qp03jx,13,0.0419246700825505
qp03jx,14,0.027510060587633802
qp03jx,15,0.02382133331797005
qp03jx,16,0.01948882714288195
qp03jx,17,0.020896106869027598
qp03jx,18,0.0059702921811993
qp03jx,19,0.006297029394759567
qp03jx,20,0.0023611180254125
qp03jx,21,0.0237947418455749
qp03jx,22,0.01927022980833945
qp03jx,23,0.030195550771385474
qp03jy,0,0.021754760823177476
qp03jy,1,0.024492771128503336
qp03jy,2,0.036208264130302543
qp03jy,3,0.06038384380784523
qp03jy,4,0.04908016437535152
qp03jy,5,0.05288025572344645
qp03jy,6,0.0494202382477186
qp03jy,7,0.040126594006120876
qp03jy,8,0.020942196722934875
qp03jy,9,0.01864701592659105
qp03jy,10,0.03148149823090985
qp03jy,11,0.022049465018259475
qp03jy,12,0.0287836996591825
qp03jy,13,0.03043080178907625
qp03jy,14,0.013180845780183525
qp03jy,15,0.012168431787927368
qp03jy,16,0.006168580790995267
qp03jy,17,0.0002811403737428
qp03jy,20,0.0035921392821137
qp03jy,21,0.029398448833542524
qp03jy,22,0.053103270689131524
qp03jy,23,0.03948422897448482
qp03jz,0,0.018413750980789928
qp03jz,1,0.0160562596053415
qp03jz,2,0.02826780087591136
qp03jz,3,0.018069818218438574
qp03jz,4,0.02451314848845865
qp03jz,5,0.03921325648689762
qp03jz,6,0.0326718359938744
qp03jz,7,0.04137780121603805
qp03jz,8,0.0455538331660439
qp03jz,9,0.03763884215584307
qp03jz,10,0.033484747441882345
qp03jz,11,0.0393793557008378
qp03jz,12,0.014790467796025967
qp03jz,13,0.04636062981489612
qp03jz,14,0.026138272676093824
qp03jz,15,0.024951943486910974
qp03jz,16,0.015576937564914467
qp03jz,17,0.0120299066749909
qp03jz,18,0.003079756518187
qp03jz,20,0.00656896551869365
qp03jz,21,0.0116540273201928
qp03jz,22,0.036442667823491245
qp03jz,23,0.038199327728952
qp03m2,0,0.01639218764895886
qp03m2,1,0.011628881521858528
qp03m2,2,0.017269955708940337
qp03m2,3,0.0238230043512985
qp03m2,4,0.017752157814322024
qp03m2,5,0.01978828654224905
qp03m2,6,0.010739208463021526
qp03m2,7,0.008668357417399526
qp03m2,8,0.0141425145468138
qp03m2,9,0.013941554259512165
qp03m2,10,0.01760197966608755
qp03m2,11,0.012199603541282
qp03m2,12,0.026277189291146776
qp03m2,13,0.04019164532447338
qp03m2,14,0.022989584351266898
qp03m2,15,0.014461850213699948
qp03m2,16,0.00996539641708075
qp03m2,17,0.0146254246337494
qp03m2,19,0.0036518137029376
qp03m2,20,0.009300583511554134
qp03m2,21,0.013272612599977167
qp03m2,22,0.016467511374678633
qp03m2,23,0.017658549550391374
qp03m3,0,0.012401539068508525
qp03m3,1,0.006699838624004725
qp03m3,2,0.0082314749456961
qp03m3,3,0.014022542948834475
qp03m3,4,0.01378292017541835
qp03m3,5,0.00893367125920565
qp03m3,6,0.011434061018863474
qp03m3,7,0.0191244941177806
qp03m3,8,0.010410719640784
qp03m3,9,0.0088201675105559
qp03m3,10,0.0134561004284866
qp03m3,11,0.0022382902045024002
qp03m3,12,0.011987802588584348
qp03m3,13,0.009321768851991576
qp03m3,14,0.0014177422349049
qp03m3,15,0.0200531440730204
qp03m3,16,0.0019796363488589
qp03m3,19,0.0105693996670975
qp03m3,21,0.00714768619654
qp03m3,22,0.01483427747197905
qp03m3,23,0.0042236598134139
qp03m6,0,0.04056600469159646
qp03m6,1,0.0370790264773852
qp03m6,2,0.0285424235822276
qp03m6,3,0.05022841938031423
qp03m6,4,0.050750741413397124
qp03m6,5,0.06834315043591453
qp03m6,6,0.08331613771218502
qp03m6,7,0.11150612004517697
qp03m6,8,0.11533694128442802
qp03m6,9,0.11536265238311663
qp03m6,10,0.10053872714588212
qp03m6,11,0.11040002570506366
qp03m6,12,0.09715248827391193
qp03m6,13,0.07658204181878167
qp03m6,14,0.05125567740465922
qp03m6,15,0.01792847968634575
qp03m6,16,0.005487843660492825
qp03m6,17,0.0013678733646218
qp03m6,18,0.002870257110668567
qp03m6,19,0.004113674604136999
qp03m6,20,0.01001875980847765
qp03m6,21,0.040606460104856024
qp03m6,22,0.07808373582458272
qp03m6,23,0.08058796629597363
qp03m7,0,0.0164103848478066
qp03m7,1,0.0185497515455571
qp03m7,2,0.025953441702645342
qp03m7,3,0.011700834193802766
qp03m7,4,0.01976664472980745
qp03m7,5,0.01688482481974585
qp03m7,6,0.0134013702993727
qp03m7,7,0.0290793309597631
qp03m7,8,0.03492629812551337
qp03m7,9,0.016520041367818948
qp03m7,10,0.011696362609632974
qp03m7,11,0.014761251287761476
qp03m7,12,0.010332395334100733
qp03m7,13,0.019618980661478675
qp03m7,14,0.02258006968740853
qp03m7,15,0.006389944519876133
qp03m7,16,0.0080388450256944
qp03m7,17,0.0068073479229097
qp03m7,20,0.0078792633815862
qp03m7,21,0.020020509723410625
qp03m7,22,0.0331670012356811
qp03m7,23,0.03741888898474183
qp03m8,0,0.012918954891173501
qp03m8,1,0.015039650309515476
qp03m8,2,0.02182051818119502
qp03m8,3,0.016429987579190626
qp03m8,4,0.02945113493099755
qp03m8,5,0.024751437010470223
qp03m8,6,0.017026722809590226
qp03m8,7,0.016203329116324574
qp03m8,8,0.014964660860719976
qp03m8,9,0.029091163370263247
qp03m8,10,0.020039933388798226
qp03m8,11,0.030778780820718527
qp03m8,12,0.016827141678817926
qp03m8,13,0.024056818471461523
qp03m8,14,0.014487444009682666
qp03m8,15,0.013797066277679576
qp03m8,16,0.0038612736840633495
qp03m8,17,0.0004789978397912
qp03m8,19,0.02538807353665045
qp03m8,20,0.0077060533208067
qp03m8,21,0.0129246041071958
qp03m8,22,0.015433208555820876
qp03m8,23,0.02359768647404605
qp03m9,0,0.009806410835203101
qp03m9,1,0.02086107450877075
qp03m9,2,0.03463531248672426
qp03m9,3,0.029751415683603403
qp03m9,4,0.012315487563327576
qp03m9,5,0.0291885908204989
qp03m9,6,0.019791636646321
qp03m9,7,0.03924624307983883
qp03m9,8,0.0433672772947902
qp03m9,9,0.016189899393950574
qp03m9,10,0.011015127906805025
qp03m9,11,0.02195733940922585
qp03m9,12,0.022661664010587026
qp03m9,13,0.02582223399960375
qp03m9,14,0.019977484888057173
qp03m9,15,0.0155079472906364
qp03m9,16,0.0015639716162412002
qp03m9,17,0.0011564784960405
qp03m9,19,0.00178211694222295
qp03m9,20,0.021273202059579333
qp03m9,21,0.013929987422582776
qp03m9,22,0.02918288795716405
qp03m9,23,0.021127978492822375
qp03mb,0,0.048863900458860535
qp03mb,1,0.04875488495188709
qp03mb,2,0.04607300604130624
qp03mb,3,0.06136537005526485
qp03mb,4,0.0782042975169908
qp03mb,5,0.12699659003387384
qp03mb,6,0.07718358628169653
qp03mb,7,0.0838489060740424
qp03mb,8,0.08032153723706277
qp03mb,9,0.08018225328873803
qp03mb,10,0.0873195124286431
qp03mb,11,0.09793083105526434
qp03mb,12,0.08480167969252497
qp03mb,13,0.08820692564833002
qp03mb,14,0.06743728338372865
qp03mb,15,0.025809485809713074
qp03mb,16,0.02114601647689565
qp03mb,17,0.01728044059883903
qp03mb,18,0.003785843968709
qp03mb,19,0.00363296591150285
qp03mb,20,0.010472353132853801
qp03mb,21,0.04861638604594533
qp03mb,22,0.11407207564442498
qp03mb,23,0.1287761990261369
qp03mc,0,0.022324829794669297
qp03mc,1,0.03153070562007686
qp03mc,2,0.025219156978382264
qp03mc,3,0.03826034719520715
qp03mc,4,0.07669254840770495
qp03mc,5,0.04632886704668138
qp03mc,6,0.028670201368507
qp03mc,7,0.04104116226703253
qp03mc,8,0.03165727907188017
qp03mc,9,0.029042986554137548
qp03mc,10,0.042664941083460826
qp03mc,11,0.021639197288699626
qp03mc,12,0.022432113566702674
qp03mc,13,0.0307670514493562
qp03mc,14,0.0248299806614984
qp03mc,15,0.009230625486847367
qp03mc,16,0.00441682125465905
qp03mc,20,0.0053049731829306005
qp03mc,21,0.01600476309924617
qp03mc,22,0.026692557323145325
qp03mc,23,0.0299883427402315
qp03md,0,0.008953538171751759
qp03md,1,0.012120020537638275
qp03md,2,0.01274226325857628
qp03md,3,0.020676096071902874
qp03md,4,0.012103190471724099
qp03md,5,0.03151402290721285
qp03md,6,0.03070916305707255
qp03md,7,0.017835365654362268
qp03md,8,0.01498196745011045
qp03md,9,0.010359248980328932
qp03md,10,0.013861781066172075
qp03md,11,0.006986865636644175
qp03md,12,0.012412566771214873
qp03md,13,0.018899012016614876
qp03md,14,0.014357862830174534
qp03md,15,0.0018840788099587
qp03md,16,0.0029920631275432
qp03md,18,0.0041957138306615
qp03md,20,0.0005231833058816
qp03md,21,0.010292066587247075
qp03md,22,0.003959750959562333
qp03md,23,0.0063768167341402
qp03me,0,0.04781017955258504
qp03me,1,0.03310803886374651
qp03me,2,0.01777667222880272
qp03me,3,0.024000242475387124
qp03me,4,0.025434385794344698
qp03me,5,0.055925861419443904
qp03me,6,0.033479084332427474
qp03me,7,0.02974091228442825
qp03me,8,0.01674113456099085
qp03me,9,0.0301288116712402
qp03me,10,0.038770208832182504
qp03me,11,0.052884841766706825
qp03me,12,0.0439931580607702
qp03me,13,0.0653252326026818
qp03me,14,0.03071940074499295
qp03me,15,0.019644800030347798
qp03me,16,0.0153132343326611
qp03me,17,0.008505255096422502
qp03me,18,0.0020176406031438667
qp03me,19,0.00186769633517045
qp03me,20,0.013226536066441334
qp03me,21,0.02402927496697465
qp03me,22,0.03881343806055658
qp03me,23,0.05479967218153552
qp03mf,0,0.018872357659589535
qp03mf,1,0.028633796093648498
qp03mf,2,0.03764894395690434
qp03mf,3,0.03878643636832628
qp03mf,4,0.04408185133301655
qp03mf,5,0.046801935900729855
qp03mf,6,0.0417853933927922
qp03mf,7,0.045472569737161225
qp03mf,8,0.02945896513775615
qp03mf,9,0.036442041067779
qp03mf,10,0.0432621627311591
qp03mf,11,0.0555114056504009
qp03mf,12,0.04768437565808442
qp03mf,13,0.05003081805071035
qp03mf,14,0.035450858232072044
qp03mf,15,0.03126854054578108
qp03mf,16,0.0177650447915263
qp03mf,17,0.005060428224189833
qp03mf,18,0.007975154330296967
qp03mf,20,0.0029937128116964665
qp03mf,21,0.019758005299285376
qp03mf,22,0.01142550744952015
qp03mf,23,0.012073001699968725
