geohash,slot,demand
qp02z5,4,0.0177820707798015
qp02z5,16,0.0330731523154879
qp02z5,21,0.0446243256294213
qp02z5,23,0.0305923988525332
qp02z5,24,0.0509860306849633
qp02z5,25,0.022417868820211
qp02z5,26,0.0119711597232027
qp02z5,27,0.0322280065391479
qp02z5,28,0.0058903512768387
qp02z5,29,0.0360380586020241
qp02z5,33,0.0857526955550695
qp02z5,34,0.0546042974439171
qp02z5,35,0.0378898616914703
qp02z5,39,0.0692447767645682
qp02z5,40,0.0181189961535099
qp02z5,41,0.0090839533646108
qp02z5,42,0.02255541171148
qp02z5,43,0.0143871119229434
qp02z5,44,0.0533780288501497
qp02z5,45,0.0222255672156749
qp02z5,46,0.0451257088024845
qp02z5,47,0.0119728658412606
qp02z5,49,0.0202682050242722
qp02z5,50,0.0304672815665668
qp02z5,51,0.0130726692788072
qp02z5,53,0.0581291922601668
qp02z5,54,0.0766534806288793
qp02z5,55,0.0195927862522442
qp02z5,56,0.073956847875635
qp02z6,0,0.0037411548612907
qp02z6,2,0.0105925954423684
qp02z6,6,0.0051809536443218
qp02z6,7,0.0062030603204098495
qp02z6,9,0.0703051042500913
qp02z6,12,0.0083694160086072
qp02z6,13,0.0394895356798137
qp02z6,17,0.0144937256969303
qp02z6,18,0.0275536122391304
qp02z6,19,0.012921716568129
qp02z6,20,0.075717909678304
qp02z6,21,0.0895974655265383
qp02z6,22,0.0195128792659339
qp02z6,23,0.0803130191285151
qp02z6,24,0.0733312392484395
qp02z6,25,0.0084203093846607
qp02z6,26,0.0212973815124783
qp02z6,28,0.0650326857866044
qp02z6,29,0.1171532669714933
qp02z6,31,0.0042921958579128
qp02z6,32,0.0496731204842787
qp02z6,33,0.0710476730658418
qp02z6,34,0.1350286600101503
qp02z6,37,0.0116422277768837
qp02z6,39,0.0835095258615937
qp02z6,40,0.0283542510915055
qp02z6,42,0.0048189872942249
qp02z6,43,0.0415614611110204
qp02z6,44,0.055743559969261
qp02z6,46,0.0032265069717434
qp02z6,47,0.0250295223400608
qp02z6,48,0.098777128827301
qp02z6,50,0.0492038815577243
qp02z6,51,0.0149028658870274
qp02z6,52,0.0630377648543023
qp02z6,53,0.004408613183167
qp02z6,54,0.0465316467826767
qp02z6,57,0.0116021348211308
qp02z7,7,0.0013608642472016
qp02z7,15,0.0077073895506832
qp02z7,16,0.0740344915126079
qp02z7,17,0.0892974654883412
qp02z7,18,0.063157055315418
qp02z7,19,0.0738581062138109
qp02z7,20,0.037780140159664
qp02z7,21,0.0181915335990232
qp02z7,22,0.0027741990416637
qp02z7,24,0.0122023488404559
qp02z7,25,0.0250165050844589
qp02z7,27,0.0207509583902456
qp02z7,28,0.015370521809461
qp02z7,29,0.0137881820742741
qp02z7,30,0.0623710758015067
qp02z7,34,0.0627778872247774
qp02z7,35,0.0179348518254136
qp02z7,36,0.0612829573334519
qp02z7,37,0.0663219649325637
qp02z7,38,0.0096341224841313
qp02z7,41,0.0199534740482514
qp02z7,44,0.090235320127298
qp02z7,45,0.0961145170902069
qp02z7,46,0.0357376335848299
qp02z7,47,0.0685475380031511
qp02z7,48,0.0993787105759305
qp02z7,49,0.0404046913570383
qp02z7,50,0.0068544472200616
qp02z7,51,0.0079402555156001
qp02z7,52,0.0424928034103288
qp02z7,53,0.0148783804555742
qp02z7,54,0.0026063487463632
qp02z7,60,0.0103919007634394
qp02z9,0,0.0013853967602208
qp02z9,1,0.0255900951499827
qp02z9,4,0.0086545688096028
qp02z9,6,0.0233821812778773
qp02z9,7,0.0140376724303514
qp02z9,8,0.0175889857394525
qp02z9,10,0.0055191362256101
qp02z9,19,0.0086841525515179
qp02z9,23,0.0116411198082789
qp02z9,24,0.0050141147774571
qp02z9,28,0.0643355966199295
qp02z9,30,0.0151477165690114
qp02z9,33,0.026806277232844
qp02z9,34,0.027846490880309
qp02z9,35,0.0585966999024004
qp02z9,36,0.0647476228678732
qp02z9,37,0.0478734678178738
qp02z9,38,0.0336676759170216
qp02z9,39,0.0529847436094864
qp02z9,43,0.0616964268221054
qp02z9,44,0.1175295622554242
qp02z9,45,0.0449531424898273
qp02z9,46,0.0433294295514904
qp02z9,47,0.0233420373567096
qp02z9,49,0.0565747059778631
qp02z9,50,0.0126328248280581
qp02z9,51,0.0073363797695599
qp02z9,53,0.0340479828360079
qp02z9,55,0.0115953491884742
qp02z9,57,0.0445533978700932
qp02z9,58,0.0347905680454346
qp02z9,59,0.0074497999918228
qp02z9,61,0.0417275063270724
qp02z9,94,0.0325271489256038
qp02zc,4,0.0094839856740098
qp02zc,7,0.0381910986757253
qp02zc,9,0.0153054842507699
qp02zc,12,0.048687842641028
qp02zc,13,0.1311562200732261
qp02zc,14,0.1358574906396223
qp02zc,15,0.0466885709431631
qp02zc,16,0.0525252017093678
qp02zc,17,0.1049703853526699
qp02zc,18,0.0912483729984819
qp02zc,20,0.0403464467252704
qp02zc,21,0.0571256736476224
qp02zc,22,0.0385147946423656
qp02zc,23,0.0382210536925633
qp02zc,24,0.0843660995722589
qp02zc,25,0.1077411533088696
qp02zc,26,0.0540490353572014
qp02zc,27,0.0274906090203203
qp02zc,28,0.0426073022584464
qp02zc,29,0.0478870206632769
qp02zc,30,0.0284113865891329
qp02zc,31,0.0039775535530159
qp02zc,32,0.000200869980519
qp02zc,33,0.0422271585559007
qp02zc,34,0.0416687839153896
qp02zc,35,0.1155815285120189
qp02zc,36,0.0674019267359669
qp02zc,37,0.1400164129533912
qp02zc,38,0.1020159136138493
qp02zc,39,0.1181885096918841
qp02zc,40,0.0064423839307123
qp02zc,41,0.0178358925603591
qp02zc,42,0.0170304250345267
qp02zc,43,0.0339698220750581
qp02zc,44,0.0179820475917837
qp02zc,45,0.0154644693860696
qp02zc,46,0.0278943470035466
qp02zc,47,0.0460646379901195
qp02zc,48,0.1046174668100918
qp02zc,49,0.0567643540451384
qp02zc,50,0.0395365183033191
qp02zc,51,0.0003660362111621
qp02zc,52,0.005562004646277
qp02zc,54,0.0238908014455078
qp02zc,55,0.018033378751199
qp02zc,56,0.0094275632664262
qp02zc,58,0.0168319687262111
qp02zd,0,0.0116967330299553
qp02zd,1,0.0479693742646935
qp02zd,2,0.0796810273457288
qp02zd,3,0.07825441200276424
qp02zd,4,0.0667691390820925
qp02zd,5,0.04835757392242185
qp02zd,6,0.0442830707695745
qp02zd,7,0.0980073462577811
qp02zd,8,0.039253661471256
qp02zd,9,0.1097438906176881
qp02zd,10,0.0534063524653612
qp02zd,12,0.0964016454774502
qp02zd,13,0.0555678059150306
qp02zd,14,0.0464821481467398
qp02zd,15,0.0873977981850979
qp02zd,16,0.1445910335276297
qp02zd,17,0.0663188636437945
qp02zd,18,0.0939607360775632
qp02zd,19,0.0049330396606373
qp02zd,23,0.031123131167768
qp02zd,24,0.0466732355000451
qp02zd,26,0.0572868638768799
qp02zd,27,0.0503790380700294
qp02zd,28,0.0272768045877908
qp02zd,29,0.0441486772139311
qp02zd,30,0.0813644663798192
qp02zd,31,0.0644747217691744
qp02zd,33,0.0791032446859632
qp02zd,34,0.0355964781739824
qp02zd,35,0.0379809535715815
qp02zd,36,0.0297473498923584
qp02zd,37,0.0513280192133015
qp02zd,40,0.0728249700322679
qp02zd,41,0.062514661967921
qp02zd,42,0.0008901872280169
qp02zd,43,0.1144634290063151
qp02zd,44,0.054476149297967
qp02zd,46,0.009814692664856
qp02zd,47,0.0758321628713866
qp02zd,48,0.0349357872347477
qp02zd,49,0.0668482974505511
qp02zd,50,0.0785665407711686
qp02zd,51,0.0259421634554263
qp02zd,52,0.0119792443377194
qp02zd,53,0.0216917903734407
qp02zd,54,0.0005794537221127
qp02zd,55,0.0533927638166033
qp02zd,56,0.0155367168413108
qp02zd,58,0.0049363186558124
qp02ze,0,0.0117222863773154
qp02ze,1,0.0185646496934662
qp02ze,2,0.0526758707086117
qp02ze,3,0.0886429246961909
qp02ze,4,0.0672872028479975
qp02ze,5,0.0699448801436319
qp02ze,6,0.00523438935028605
qp02ze,7,0.0519581038341642
qp02ze,8,0.12568659565678475
qp02ze,9,0.3646333708499873
qp02ze,10,0.173184889364352
qp02ze,11,0.1586932941944025
qp02ze,12,0.1529117119011936
qp02ze,13,0.0852283721953942
qp02ze,14,0.0481461807034751
qp02ze,15,0.123353056945476
qp02ze,16,0.0585247666152078
qp02ze,17,0.1718009992367669
qp02ze,18,0.0510265081489848
qp02ze,19,0.0529966850991544
qp02ze,20,0.1352901566323036
qp02ze,21,0.056834601150588
qp02ze,22,0.1144155795673415
qp02ze,23,0.1086374881533998
qp02ze,24,0.0840666038457114
qp02ze,25,0.0932809923704769
qp02ze,26,0.1479520807609143
qp02ze,27,0.0368407022075336
qp02ze,28,0.0632306156641581
qp02ze,29,0.1505166946134581
qp02ze,30,0.0404001133954769
qp02ze,31,0.1123957933356028
qp02ze,32,0.1797130626393719
qp02ze,33,0.129802296152001
qp02ze,34,0.1606093798750841
qp02ze,35,0.1436891301174653
qp02ze,36,0.058663935585341
qp02ze,37,0.0129104380902931
qp02ze,39,0.0248726737776094
qp02ze,40,0.0376383008768039
qp02ze,41,0.0809716719953257
qp02ze,42,0.0976473945712915
qp02ze,44,0.0467454274156937
qp02ze,45,0.137483558094514
qp02ze,46,0.18340172359437
qp02ze,47,0.1215256729318812
qp02ze,48,0.1322778582195831
qp02ze,49,0.0420274118658654
qp02ze,51,0.0379647802858776
qp02ze,52,0.0711399740618412
qp02ze,53,0.0622978354190671
qp02ze,54,0.0182315832123009
qp02ze,95,0.0516224760389296
qp02zf,4,0.0014436242465309
qp02zf,5,0.0270193504995416
qp02zf,6,0.017627761845631952
qp02zf,41,0.0062501576245411
qp02zg,1,0.05152496276277825
qp02zg,2,0.013849511959961
qp02zg,3,0.0242503055034841
qp02zg,4,0.0087192692487438
qp02zg,5,0.0444429474112935
qp02zg,6,0.0374561135349789
qp02zg,7,0.0766010307686134
qp02zg,9,0.0860535236712092
qp02zg,10,0.0255388705263305
qp02zg,11,0.0919371799508336
qp02zg,12,0.0506651457283655
qp02zg,13,0.0580205012083764
qp02zg,14,0.1081929555479879
qp02zg,15,0.0239764299205499
qp02zg,16,0.0745185674846835
qp02zg,17,0.0334613566169021
qp02zg,19,0.0628551557999559
qp02zg,20,0.0278011730815379
qp02zg,21,0.0522240097389142
qp02zg,22,0.0731518254228192
qp02zg,24,0.0254026602606859
qp02zg,25,0.0507872180788367
qp02zg,26,0.0310115295282612
qp02zg,27,0.0134589766236046
qp02zg,29,0.0432117029580425
qp02zg,32,0.0352940839854826
qp02zg,36,0.0301307011443392
qp02zg,39,0.0227495547009782
qp02zg,40,0.0736043985790672
qp02zg,41,0.0132589652366033
qp02zg,42,0.0350942005726862
qp02zg,43,0.0884198543704453
qp02zg,44,0.0989635158704498
qp02zg,45,0.1011778842541985
qp02zg,46,0.0339572110576082
qp02zg,47,0.0156162049018016
qp02zg,48,0.0288694257111079
qp02zg,50,0.0010136850258573
qp02zg,51,0.0550828519294113
qp02zg,52,0.0278277973236261
qp02zg,53,0.0074351741614821
qp02zg,57,0.0149326725127885
qp02zh,3,0.0109288373978678
qp02zh,4,0.035746901350035803
qp02zh,5,0.0083830338566281
qp02zh,8,0.0043337094984557
qp02zh,9,0.0350607102435786
qp02zh,10,0.0354814050785478
qp02zh,11,0.0060068946677903
qp02zh,13,0.0223002799945256
qp02zh,14,0.0010833408254746
qp02zh,15,0.0248202319804845
qp02zh,16,0.0091344616130222
qp02zh,17,0.0981579055109267
qp02zh,18,0.0875215329987629
qp02zh,19,0.0782662289477516
qp02zh,20,0.1189707380709314
qp02zh,21,0.0783277293441858
qp02zh,22,0.0858813635294377
qp02zh,23,0.0852022359255065
qp02zh,24,0.1121197223410215
qp02zh,25,0.0008809916794541
qp02zh,26,0.1297679021919172
qp02zh,27,0.0927107848850273
qp02zh,28,0.226199828560532
qp02zh,29,0.3283744648998233
qp02zh,30,0.2353747068647765
qp02zh,31,0.1839463005170705
qp02zh,32,0.1257593344588342
qp02zh,33,0.1701908639721624
qp02zh,34,0.1699444703311228
qp02zh,35,0.1852262239481842
qp02zh,36,0.2790365773466405
qp02zh,37,0.1710280182275269
qp02zh,38,0.2740296872994303
qp02zh,39,0.1156182296125282
qp02zh,40,0.1284715280253191
qp02zh,41,0.170946320633723
qp02zh,42,0.190172434484638
qp02zh,43,0.3052346342334376
qp02zh,44,0.3775720254355368
qp02zh,45,0.3586724758251885
qp02zh,46,0.2687971788805708
qp02zh,47,0.2462754737599625
qp02zh,48,0.3047425530466493
qp02zh,49,0.2764164711015097
qp02zh,50,0.3235906767716076
qp02zh,51,0.1938423030004025
qp02zh,52,0.2995265718735331
qp02zh,53,0.1915269437957824
qp02zh,54,0.1346886950053755
qp02zh,55,0.1712855906793814
qp02zh,56,0.1108685499778001
qp02zh,57,0.0834541064470336
qp02zh,58,0.0952347818311012
qp02zh,59,0.1338936762225989
qp02zh,60,0.0189599887394431
qp02zh,61,0.0031888805736657
qp02zh,62,0.0512789549504238
qp02zj,1,0.0126117157204564
qp02zj,2,0.01374920570371925
qp02zj,4,0.0064829175295484
qp02zj,6,0.0214526616738875
qp02zj,8,0.09143922665151866
qp02zj,9,0.1787811344562986
qp02zj,10,0.2590706237666008
qp02zj,11,0.2469317683155913
qp02zj,12,0.193665154284028
qp02zj,13,0.1524183848806985
qp02zj,14,0.24822127507478
qp02zj,15,0.2164091226156134
qp02zj,16,0.2897626828081481
qp02zj,17,0.2876743905047646
qp02zj,18,0.3135472568781262
qp02zj,19,0.258815401571552
qp02zj,20,0.3100608140372517
qp02zj,21,0.3887215934313588
qp02zj,22,0.3742432020359538
qp02zj,23,0.3136081592623311
qp02zj,24,0.2756634262969807
qp02zj,25,0.3395332397253549
qp02zj,26,0.3574842647714944
qp02zj,27,0.2108274735739436
qp02zj,28,0.2314863099854613
qp02zj,29,0.1149929656117306
qp02zj,30,0.2706758152236511
qp02zj,31,0.3021997711331526
qp02zj,32,0.1885914818019815
qp02zj,33,0.2514035307205524
qp02zj,34,0.2472668085480124
qp02zj,35,0.1443529250746651
qp02zj,36,0.1013399497699192
qp02zj,37,0.1729208354630837
qp02zj,38,0.097738230643504
qp02zj,39,0.2500347677217345
qp02zj,40,0.1974201290115904
qp02zj,41,0.1663414666041734
qp02zj,42,0.2025874086423567
qp02zj,43,0.2189912091906106
qp02zj,44,0.1399549896125378
qp02zj,45,0.1109279087686338
qp02zj,46,0.2986136716086127
qp02zj,47,0.1788583882354011
qp02zj,48,0.1372287834428173
qp02zj,49,0.166478206029465
qp02zj,50,0.2172561377766627
qp02zj,51,0.1658842860070682
qp02zj,52,0.1879672071230368
qp02zj,53,0.1688270160819853
qp02zj,54,0.2084357660938482
qp02zj,55,0.1475040591392631
qp02zj,56,0.0230009191315495
qp02zj,57,0.0338598729611324
qp02zj,61,0.0536019613105092
qp02zk,0,0.0425832574499164
qp02zk,1,0.0061751508526532
qp02zk,2,0.0239951015972505
qp02zk,4,0.0660597565526511
qp02zk,6,0.0587217556963792
qp02zk,7,0.0149315858715264
qp02zk,8,0.01859292011786748
qp02zk,11,0.010537263739097
qp02zk,16,0.0223724055946773
qp02zk,17,0.0840503760059872
qp02zk,19,0.0220508560281625
qp02zk,20,0.0433083489102048
qp02zk,22,0.0457982758754962
qp02zk,23,0.0395846037283182
qp02zk,24,0.0629202306084504
qp02zk,25,0.0075568489568776
qp02zk,27,0.0218878751032854
qp02zk,29,0.0674001518020472
qp02zk,31,0.0274992831956406
qp02zk,32,0.0735385426360822
qp02zk,34,0.0007707710885715
qp02zk,35,0.0213297566996356
qp02zk,36,0.0901270346320206
qp02zk,37,0.082068384727726
qp02zk,38,0.0406627726023056
qp02zk,40,0.0190327127416905
qp02zk,41,0.0044432905427494
qp02zk,42,0.0076316051230152
qp02zk,43,0.0378428258951971
qp02zk,44,0.1408947156832034
qp02zk,45,0.0503194934279395
qp02zk,46,0.0571720644411993
qp02zk,48,0.0228482978614674
qp02zk,50,0.078662085600025
qp02zk,53,0.0123686391387441
qp02zm,1,0.0083541483104629
qp02zm,2,0.0148676126639782
qp02zm,3,0.027153610661259
qp02zm,4,0.059083612399198855
qp02zm,6,0.0432738701569906
qp02zm,7,0.0052202398575363
qp02zm,8,0.0497319663827543
qp02zm,9,0.1155304298688951
qp02zm,11,0.1008295245766357
qp02zm,13,0.0551946582194892
qp02zm,14,0.0513509655871652
qp02zm,15,0.1029537839160493
qp02zm,16,0.0330271497621262
qp02zm,18,0.0299542902161233
qp02zm,19,0.0687925136607392
qp02zm,20,0.0323039319783973
qp02zm,21,0.0202089613181987
qp02zm,22,0.0440854799643273
qp02zm,23,0.074491054291001
qp02zm,24,0.0561415293718149
qp02zm,25,0.1215346621966396
qp02zm,26,0.0736439933634194
qp02zm,27,0.093033318806568
qp02zm,29,0.0775911934441579
qp02zm,30,0.0665978072451025
qp02zm,31,0.1136313435854536
qp02zm,32,0.0642827708918006
qp02zm,33,0.1095659050583746
qp02zm,34,0.0139526062644162
qp02zm,35,0.0635432000511224
qp02zm,36,0.0078214716895095
qp02zm,37,0.0640423138122436
qp02zm,39,0.0303595094196934
qp02zm,40,0.1249434134924726
qp02zm,41,0.1659467774759852
qp02zm,42,0.0227747071211812
qp02zm,43,0.164379304323462
qp02zm,44,0.1200102696160396
qp02zm,45,0.1645394979244409
qp02zm,46,0.159045857458816
qp02zm,47,0.0998238323893117
qp02zm,48,0.1074384081897325
qp02zm,50,0.0082183223698683
qp02zm,51,0.033612390636575
qp02zm,52,0.1010288159906106
qp02zm,53,0.1179426900307394
qp02zm,54,0.086824829501295
qp02zm,56,0.0053116163313118
qp02zm,57,0.0073637111612036
qp02zm,61,0.0276144011813223
qp02zn,0,0.0212831798880489
qp02zn,4,0.033971778983094246
qp02zn,5,0.02743328710108065
qp02zn,6,0.0181424475736752
qp02zn,7,0.0239511041630499
qp02zn,8,0.09571588685372656
qp02zn,9,0.1513940302262721
qp02zn,10,0.0651988291699749
qp02zn,11,0.0767602098996717
qp02zn,12,0.0402740291144016
qp02zn,14,0.0824042967790897
qp02zn,15,0.1697345658523241
qp02zn,16,0.28637613391955
qp02zn,17,0.1902924771548
qp02zn,18,0.2638860749482651
qp02zn,19,0.2197748345349197
qp02zn,20,0.2270977092870697
qp02zn,21,0.1302166846137976
qp02zn,22,0.1395689068828771
qp02zn,23,0.1331534801012908
qp02zn,24,0.1690190675935746
qp02zn,25,0.2628248521093535
qp02zn,26,0.1030272309951862
qp02zn,27,0.189680874161643
qp02zn,28,0.1553124665210163
qp02zn,29,0.1252547389674757
qp02zn,30,0.1242041125496822
qp02zn,31,0.1171272092188384
qp02zn,32,0.1161230228600852
qp02zn,33,0.1493871433323102
qp02zn,34,0.0548909900917652
qp02zn,35,0.0823496295160891
qp02zn,36,0.0997986205821715
qp02zn,37,0.1886205385278906
qp02zn,38,0.1417646681326651
qp02zn,39,0.2165635560811912
qp02zn,40,0.126953290616635
qp02zn,41,0.0606774962027284
qp02zn,42,0.1711063636451711
qp02zn,43,0.194133517629493
qp02zn,44,0.2106539440716724
qp02zn,45,0.084220326426498
qp02zn,46,0.3307487945384169
qp02zn,47,0.2025408675660713
qp02zn,48,0.2437911913433797
qp02zn,49,0.1170153766265207
qp02zn,50,0.0979919343298877
qp02zn,51,0.2518578804228236
qp02zn,52,0.1906527232051888
qp02zn,53,0.2086272363888464
qp02zn,54,0.116216940597981
qp02zn,55,0.1356105891250646
qp02zn,56,0.0606803220801976
qp02zn,57,0.0125649288450529
qp02zp,0,0.0177802395047849
qp02zp,2,0.0503989996531628
qp02zp,3,0.06257276787547095
qp02zp,4,0.002341693005751
qp02zp,5,0.0405983562739405
qp02zp,6,0.038604485799415056
qp02zp,7,0.0072979862446214
qp02zp,8,0.024862858215731698
qp02zp,9,0.1254309287363366
qp02zp,10,0.1223270164057013
qp02zp,11,0.1409855811571742
qp02zp,12,0.1792438828809367
qp02zp,13,0.114104182699282
qp02zp,14,0.0452179937203725
qp02zp,15,0.086989002808675
qp02zp,16,0.2175430577890194
qp02zp,17,0.1497050040908381
qp02zp,18,0.1810727940076672
qp02zp,19,0.1798204050435288
qp02zp,20,0.101731093444416
qp02zp,21,0.1574821820152867
qp02zp,22,0.1468161695999775
qp02zp,23,0.0872371031910443
qp02zp,24,0.1813163786657869
qp02zp,25,0.0668645628846791
qp02zp,26,0.1038392931909367
qp02zp,27,0.1472150143474982
qp02zp,28,0.1360448624310402
qp02zp,29,0.1219512700886766
qp02zp,30,0.1472898152667487
qp02zp,31,0.1545713423396457
qp02zp,32,0.0530565484717208
qp02zp,33,0.0548246544091429
qp02zp,34,0.0429429985377211
qp02zp,35,0.1180623091594259
qp02zp,36,0.1436195573618884
qp02zp,37,0.094944493859262
qp02zp,38,0.0564500577729367
qp02zp,39,0.0319827124170713
qp02zp,40,0.1181561499600513
qp02zp,41,0.0521607699274033
qp02zp,42,0.1193757107208371
qp02zp,43,0.0953047495505364
qp02zp,44,0.1121755223160106
qp02zp,45,0.1183991506475015
qp02zp,46,0.1192371148322737
qp02zp,47,0.0825710712847366
qp02zp,48,0.0826379409378162
qp02zp,49,0.0784226152833621
qp02zp,50,0.1488225337704755
qp02zp,51,0.1534880951952293
qp02zp,52,0.1227410171516546
qp02zp,53,0.118696955861165
qp02zp,54,0.1764915278290505
qp02zp,55,0.0818337150020939
qp02zp,56,0.0018672042961715
qp02zp,91,0.0043426056422175
qp02zq,0,0.0108193962352523
qp02zq,1,0.0116231101270684
qp02zq,3,0.0397961836710978
qp02zq,4,0.0091805620060048
qp02zq,8,0.0344758371531367
qp02zq,11,0.0845445919131588
qp02zq,12,0.1167870975500008
qp02zq,13,0.0518130361255928
qp02zq,14,0.0125967189957652
qp02zq,15,0.0430418189562479
qp02zq,16,0.0100708057990965
qp02zq,17,0.0400261159720441
qp02zq,18,0.0012620635214062
qp02zq,22,0.0198271975349612
qp02zq,23,0.037869613655269
qp02zq,25,0.0036219451820188
qp02zq,26,0.0263482616367429
qp02zq,30,0.0342109847965103
qp02zq,31,0.0153274245062976
qp02zq,33,0.005261320781194
qp02zq,35,0.0232670311779602
qp02zq,36,0.0112992160546247
qp02zq,37,0.0314210172070109
qp02zq,39,0.0255241968645878
qp02zq,40,0.0284948062006773
qp02zq,43,0.0301647740015535
qp02zq,44,0.0653379788987554
qp02zq,45,0.0394995211872504
qp02zq,46,0.0001789300595799
qp02zq,47,0.0292369547674992
qp02zq,48,0.0190950213285103
qp02zq,49,0.0632881469217772
qp02zq,50,0.0065004650024933
qp02zq,51,0.011404797247817
qp02zq,52,0.0270964700995848
qp02zr,0,0.0557566458579018
qp02zr,1,0.0139727919401913
qp02zr,2,0.0113813660737047
qp02zr,4,0.0175497075915837
qp02zr,5,0.023703498276698
qp02zr,7,0.03990342146389425
qp02zr,8,0.0221202746796509
qp02zr,9,0.0327973544665021
qp02zr,10,0.1229718280081825
qp02zr,11,0.4874059866587492
qp02zr,12,0.292369920896551
qp02zr,13,0.2892786387704286
qp02zr,14,0.0864521840738885
qp02zr,15,0.0463181656228502
qp02zr,16,0.1284228453355033
qp02zr,17,0.1871163968316171
qp02zr,18,0.1606464776007461
qp02zr,19,0.097581586171507
qp02zr,20,0.1360243102090286
qp02zr,21,0.2429753234082637
qp02zr,22,0.1106636569229501
qp02zr,23,0.1656369673951083
qp02zr,24,0.1494699423886649
qp02zr,25,0.2679903974901281
qp02zr,26,0.1665839823503278
qp02zr,27,0.17967581714574
qp02zr,28,0.1390844155443662
qp02zr,29,0.1847340599853744
qp02zr,30,0.1291059202540358
qp02zr,31,0.150934510776095
qp02zr,32,0.0945978892016046
qp02zr,33,0.1248993541701782
qp02zr,34,0.0876845711903587
qp02zr,35,0.1341320644836543
qp02zr,36,0.1444774652171923
qp02zr,37,0.1503134249500322
qp02zr,38,0.220971087578677
qp02zr,39,0.2262011489178194
qp02zr,40,0.0876898212134593
qp02zr,41,0.150711890725977
qp02zr,42,0.1662391164222786
qp02zr,43,0.4903160772762696
qp02zr,44,0.3490559683086749
qp02zr,45,0.4141820543927187
qp02zr,46,0.2721413617226423
qp02zr,47,0.3289044329269983
qp02zr,48,0.3197712665428802
qp02zr,49,0.2128367192529024
qp02zr,50,0.1983564239876093
